frame,reset,wall_ms,invalid,rgb_min,rgb_max,luma_mean,roi_luma_mean,dark_pixels,roi_dark_pixels,changed_half_values_from_first,maxabs_from_first,checked
0,1,1275.820000,0,0,0.999511719,0.0186962202,0.0252040662,531420,172773,0,0,1
1,1,16.501000,,,,,,,,,,0
2,1,14.087000,,,,,,,,,,0
3,1,13.303000,,,,,,,,,,0
4,1,13.159000,,,,,,,,,,0
5,1,13.161000,,,,,,,,,,0
6,1,13.345000,,,,,,,,,,0
7,1,13.103000,,,,,,,,,,0
8,1,13.147000,,,,,,,,,,0
9,1,13.247000,,,,,,,,,,0
10,1,13.381000,,,,,,,,,,0
11,1,13.598000,,,,,,,,,,0
12,1,13.318000,,,,,,,,,,0
13,1,13.132000,,,,,,,,,,0
14,1,13.111000,,,,,,,,,,0
15,1,13.223000,,,,,,,,,,0
16,1,12.696000,,,,,,,,,,0
17,1,12.729000,,,,,,,,,,0
18,1,12.694000,,,,,,,,,,0
19,1,12.740000,,,,,,,,,,0
20,1,12.790000,,,,,,,,,,0
21,1,12.871000,,,,,,,,,,0
22,1,12.915000,,,,,,,,,,0
23,1,12.929000,,,,,,,,,,0
24,1,13.020000,,,,,,,,,,0
25,1,12.948000,,,,,,,,,,0
26,1,12.996000,,,,,,,,,,0
27,1,12.955000,,,,,,,,,,0
28,1,13.011000,,,,,,,,,,0
29,1,12.997000,,,,,,,,,,0
30,1,13.080000,,,,,,,,,,0
31,1,13.141000,,,,,,,,,,0
32,1,13.087000,,,,,,,,,,0
33,1,13.186000,,,,,,,,,,0
34,1,13.206000,,,,,,,,,,0
35,1,13.145000,,,,,,,,,,0
36,1,13.140000,,,,,,,,,,0
37,1,13.051000,,,,,,,,,,0
38,1,13.329000,,,,,,,,,,0
39,1,13.074000,,,,,,,,,,0
40,1,12.996000,,,,,,,,,,0
41,1,13.100000,,,,,,,,,,0
42,1,13.207000,,,,,,,,,,0
43,1,13.110000,,,,,,,,,,0
44,1,13.056000,,,,,,,,,,0
45,1,13.120000,,,,,,,,,,0
46,1,13.128000,,,,,,,,,,0
47,1,12.971000,,,,,,,,,,0
48,1,13.114000,,,,,,,,,,0
49,1,13.087000,,,,,,,,,,0
50,1,13.155000,,,,,,,,,,0
51,1,13.237000,,,,,,,,,,0
52,1,13.219000,,,,,,,,,,0
53,1,13.165000,,,,,,,,,,0
54,1,13.189000,,,,,,,,,,0
55,1,13.219000,,,,,,,,,,0
56,1,13.103000,,,,,,,,,,0
57,1,13.192000,,,,,,,,,,0
58,1,13.271000,,,,,,,,,,0
59,1,13.409000,,,,,,,,,,0
60,1,13.442000,,,,,,,,,,0
61,1,13.184000,,,,,,,,,,0
62,1,13.300000,,,,,,,,,,0
63,1,13.213000,,,,,,,,,,0
64,1,13.243000,,,,,,,,,,0
65,1,13.216000,,,,,,,,,,0
66,1,13.443000,,,,,,,,,,0
67,1,13.208000,,,,,,,,,,0
68,1,13.375000,,,,,,,,,,0
69,1,13.313000,,,,,,,,,,0
70,1,13.254000,,,,,,,,,,0
71,1,13.140000,,,,,,,,,,0
72,1,13.240000,,,,,,,,,,0
73,1,13.184000,,,,,,,,,,0
74,1,13.271000,,,,,,,,,,0
75,1,13.384000,,,,,,,,,,0
76,1,13.508000,,,,,,,,,,0
77,1,13.355000,,,,,,,,,,0
78,1,13.325000,,,,,,,,,,0
79,1,13.338000,,,,,,,,,,0
80,1,13.219000,,,,,,,,,,0
81,1,13.141000,,,,,,,,,,0
82,1,13.309000,,,,,,,,,,0
83,1,13.443000,,,,,,,,,,0
84,1,13.386000,,,,,,,,,,0
85,1,13.259000,,,,,,,,,,0
86,1,13.323000,,,,,,,,,,0
87,1,13.246000,,,,,,,,,,0
88,1,13.235000,,,,,,,,,,0
89,1,13.215000,,,,,,,,,,0
90,1,13.212000,,,,,,,,,,0
91,1,13.105000,,,,,,,,,,0
92,1,13.165000,,,,,,,,,,0
93,1,13.428000,,,,,,,,,,0
94,1,13.387000,,,,,,,,,,0
95,1,13.343000,,,,,,,,,,0
96,1,13.275000,,,,,,,,,,0
97,1,13.412000,,,,,,,,,,0
98,1,13.305000,,,,,,,,,,0
99,1,13.260000,,,,,,,,,,0
100,1,13.199000,,,,,,,,,,0
101,1,13.292000,,,,,,,,,,0
102,1,13.217000,,,,,,,,,,0
103,1,13.260000,,,,,,,,,,0
104,1,13.179000,,,,,,,,,,0
105,1,13.227000,,,,,,,,,,0
106,1,13.321000,,,,,,,,,,0
107,1,13.288000,,,,,,,,,,0
108,1,13.173000,,,,,,,,,,0
109,1,13.260000,,,,,,,,,,0
110,1,13.275000,,,,,,,,,,0
111,1,13.275000,,,,,,,,,,0
112,1,13.384000,,,,,,,,,,0
113,1,13.325000,,,,,,,,,,0
114,1,13.302000,,,,,,,,,,0
115,1,13.353000,,,,,,,,,,0
116,1,13.326000,,,,,,,,,,0
117,1,13.330000,,,,,,,,,,0
118,1,13.156000,,,,,,,,,,0
119,1,13.252000,,,,,,,,,,0
120,1,13.272000,,,,,,,,,,0
121,1,13.190000,,,,,,,,,,0
122,1,13.241000,,,,,,,,,,0
123,1,13.405000,,,,,,,,,,0
124,1,13.278000,,,,,,,,,,0
125,1,13.400000,,,,,,,,,,0
126,1,13.115000,,,,,,,,,,0
127,1,13.429000,,,,,,,,,,0
128,1,13.203000,,,,,,,,,,0
129,1,13.248000,,,,,,,,,,0
130,1,13.269000,,,,,,,,,,0
131,1,13.236000,,,,,,,,,,0
132,1,13.304000,,,,,,,,,,0
133,1,13.250000,,,,,,,,,,0
134,1,13.381000,,,,,,,,,,0
135,1,13.448000,,,,,,,,,,0
136,1,13.320000,,,,,,,,,,0
137,1,13.594000,,,,,,,,,,0
138,1,13.256000,,,,,,,,,,0
139,1,13.224000,,,,,,,,,,0
140,1,13.220000,,,,,,,,,,0
141,1,13.277000,,,,,,,,,,0
142,1,13.191000,,,,,,,,,,0
143,1,13.335000,,,,,,,,,,0
144,1,13.446000,,,,,,,,,,0
145,1,13.154000,,,,,,,,,,0
146,1,13.276000,,,,,,,,,,0
147,1,13.206000,,,,,,,,,,0
148,1,13.287000,,,,,,,,,,0
149,1,13.206000,,,,,,,,,,0
150,1,13.356000,,,,,,,,,,0
151,1,13.418000,,,,,,,,,,0
152,1,13.405000,,,,,,,,,,0
153,1,13.292000,,,,,,,,,,0
154,1,13.500000,,,,,,,,,,0
155,1,13.244000,,,,,,,,,,0
156,1,13.219000,,,,,,,,,,0
157,1,13.213000,,,,,,,,,,0
158,1,13.488000,,,,,,,,,,0
159,1,13.138000,0,0,0.999511719,0.0186962202,0.0252040662,531420,172773,0,0,1
