"height","label","threshold","pattern","frames","median_ms","hash"
"1080","select-0.5","0.5","2","6","20.581","75C922507C76F0C2EF3A04BB3C9DE88DDD0B5B41ED4B32EDD6E6EAB2432F11C5"
