frame,reset,wall_ms,invalid,rgb_min,rgb_max,luma_mean,roi_luma_mean,dark_pixels,roi_dark_pixels,changed_half_values_from_first,maxabs_from_first,checked
0,1,1262.314000,0,0,0.999511719,0.0145554146,0.0235020137,800782,251786,0,0,1
1,1,17.294000,,,,,,,,,,0
2,1,14.674000,,,,,,,,,,0
3,1,13.668000,,,,,,,,,,0
4,1,13.342000,,,,,,,,,,0
5,1,13.378000,,,,,,,,,,0
6,1,13.475000,,,,,,,,,,0
7,1,13.575000,,,,,,,,,,0
8,1,13.598000,,,,,,,,,,0
9,1,13.379000,,,,,,,,,,0
10,1,13.487000,,,,,,,,,,0
11,1,13.471000,,,,,,,,,,0
12,1,13.330000,,,,,,,,,,0
13,1,13.488000,,,,,,,,,,0
14,1,13.420000,,,,,,,,,,0
15,1,13.423000,,,,,,,,,,0
16,1,13.042000,,,,,,,,,,0
17,1,12.992000,,,,,,,,,,0
18,1,12.988000,,,,,,,,,,0
19,1,12.987000,,,,,,,,,,0
20,1,13.020000,,,,,,,,,,0
21,1,13.151000,,,,,,,,,,0
22,1,13.210000,,,,,,,,,,0
23,1,13.200000,,,,,,,,,,0
24,1,13.295000,,,,,,,,,,0
25,1,13.671000,,,,,,,,,,0
26,1,13.309000,,,,,,,,,,0
27,1,13.289000,,,,,,,,,,0
28,1,13.260000,,,,,,,,,,0
29,1,13.251000,,,,,,,,,,0
30,1,13.302000,,,,,,,,,,0
31,1,13.350000,,,,,,,,,,0
32,1,13.314000,,,,,,,,,,0
33,1,13.393000,,,,,,,,,,0
34,1,13.475000,,,,,,,,,,0
35,1,13.479000,,,,,,,,,,0
36,1,13.450000,,,,,,,,,,0
37,1,13.290000,,,,,,,,,,0
38,1,13.457000,,,,,,,,,,0
39,1,13.315000,,,,,,,,,,0
40,1,13.383000,,,,,,,,,,0
41,1,13.443000,,,,,,,,,,0
42,1,13.439000,,,,,,,,,,0
43,1,13.397000,,,,,,,,,,0
44,1,13.357000,,,,,,,,,,0
45,1,13.516000,,,,,,,,,,0
46,1,13.519000,,,,,,,,,,0
47,1,13.431000,,,,,,,,,,0
48,1,13.501000,,,,,,,,,,0
49,1,13.746000,,,,,,,,,,0
50,1,13.500000,,,,,,,,,,0
51,1,13.510000,,,,,,,,,,0
52,1,13.711000,,,,,,,,,,0
53,1,13.453000,,,,,,,,,,0
54,1,13.493000,,,,,,,,,,0
55,1,13.666000,,,,,,,,,,0
56,1,13.590000,,,,,,,,,,0
57,1,13.593000,,,,,,,,,,0
58,1,13.615000,,,,,,,,,,0
59,1,13.740000,,,,,,,,,,0
60,1,13.564000,,,,,,,,,,0
61,1,13.497000,,,,,,,,,,0
62,1,13.671000,,,,,,,,,,0
63,1,13.607000,,,,,,,,,,0
64,1,13.529000,,,,,,,,,,0
65,1,13.632000,,,,,,,,,,0
66,1,13.585000,,,,,,,,,,0
67,1,13.501000,,,,,,,,,,0
68,1,13.397000,,,,,,,,,,0
69,1,13.571000,,,,,,,,,,0
70,1,13.697000,,,,,,,,,,0
71,1,13.433000,,,,,,,,,,0
72,1,13.574000,,,,,,,,,,0
73,1,13.483000,,,,,,,,,,0
74,1,13.563000,,,,,,,,,,0
75,1,13.527000,,,,,,,,,,0
76,1,13.571000,,,,,,,,,,0
77,1,13.627000,,,,,,,,,,0
78,1,13.600000,,,,,,,,,,0
79,1,13.615000,,,,,,,,,,0
80,1,13.546000,,,,,,,,,,0
81,1,13.557000,,,,,,,,,,0
82,1,13.610000,,,,,,,,,,0
83,1,13.667000,,,,,,,,,,0
84,1,13.564000,,,,,,,,,,0
85,1,13.569000,,,,,,,,,,0
