it=-1 start 0x0 dxgi_local_MiB=12.5 private_MiB=36.1
it=21 live 1600x960 dxgi_local_MiB=2738.2 private_MiB=313.7
it=21 after-destroy 1600x960 dxgi_local_MiB=2530.2 private_MiB=309.5
it=22 live 1280x768 dxgi_local_MiB=2722.2 private_MiB=313.8
it=22 after-destroy 1280x768 dxgi_local_MiB=2530.2 private_MiB=309.7
it=23 live 1920x1152 dxgi_local_MiB=2658.2 private_MiB=314.0
it=23 after-destroy 1920x1152 dxgi_local_MiB=2530.2 private_MiB=309.6
it=24 live 1920x1152 dxgi_local_MiB=2658.2 private_MiB=313.1
it=24 after-destroy 1920x1152 dxgi_local_MiB=2530.2 private_MiB=310.2
it=25 live 1600x960 dxgi_local_MiB=2738.3 private_MiB=313.6
it=25 after-destroy 1600x960 dxgi_local_MiB=2530.3 private_MiB=310.1
it=26 live 1280x768 dxgi_local_MiB=2722.3 private_MiB=314.2
it=26 after-destroy 1280x768 dxgi_local_MiB=2530.3 private_MiB=311.2
it=27 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=313.9
it=27 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=310.1
it=28 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=313.9
it=28 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=309.5
it=29 live 1600x960 dxgi_local_MiB=2738.3 private_MiB=313.4
it=29 after-destroy 1600x960 dxgi_local_MiB=2530.3 private_MiB=309.5
it=30 live 1280x768 dxgi_local_MiB=2722.3 private_MiB=313.5
it=30 after-destroy 1280x768 dxgi_local_MiB=2530.3 private_MiB=310.0
it=31 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=314.9
it=31 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=309.8
it=32 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=313.2
it=32 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=310.7
it=33 live 1600x960 dxgi_local_MiB=2722.3 private_MiB=313.5
it=33 after-destroy 1600x960 dxgi_local_MiB=2530.3 private_MiB=310.5
it=34 live 1280x768 dxgi_local_MiB=2722.3 private_MiB=313.6
it=34 after-destroy 1280x768 dxgi_local_MiB=2530.3 private_MiB=310.5
it=35 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=313.6
it=35 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=310.0
it=36 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=313.6
it=36 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=310.4
it=37 live 1600x960 dxgi_local_MiB=2722.3 private_MiB=313.6
it=37 after-destroy 1600x960 dxgi_local_MiB=2530.3 private_MiB=310.3
it=38 live 1280x768 dxgi_local_MiB=2722.3 private_MiB=314.5
it=38 after-destroy 1280x768 dxgi_local_MiB=2530.3 private_MiB=310.2
it=39 live 1920x1152 dxgi_local_MiB=2658.3 private_MiB=314.5
it=39 after-destroy 1920x1152 dxgi_local_MiB=2530.3 private_MiB=314.3
exit=0
