frame,reset,wall_ms,invalid,rgb_min,rgb_max,luma_mean,roi_luma_mean,dark_pixels,roi_dark_pixels,changed_half_values_from_first,maxabs_from_first,checked
0,1,1265.609000,0,0,0.999511719,0.0145554146,0.0235020137,800782,251786,0,0,1
1,1,16.179000,,,,,,,,,,0
2,1,14.273000,,,,,,,,,,0
3,1,13.322000,,,,,,,,,,0
4,1,13.346000,,,,,,,,,,0
5,1,13.079000,,,,,,,,,,0
6,1,13.146000,,,,,,,,,,0
7,1,13.074000,,,,,,,,,,0
8,1,13.197000,,,,,,,,,,0
9,1,13.134000,,,,,,,,,,0
10,1,13.156000,,,,,,,,,,0
11,1,13.260000,,,,,,,,,,0
12,1,13.241000,,,,,,,,,,0
13,1,13.209000,,,,,,,,,,0
14,1,13.208000,,,,,,,,,,0
15,1,13.311000,,,,,,,,,,0
16,1,12.789000,,,,,,,,,,0
17,1,12.826000,,,,,,,,,,0
18,1,12.817000,,,,,,,,,,0
19,1,12.876000,,,,,,,,,,0
20,1,12.770000,,,,,,,,,,0
21,1,12.765000,,,,,,,,,,0
22,1,12.857000,,,,,,,,,,0
23,1,12.795000,,,,,,,,,,0
24,1,12.929000,,,,,,,,,,0
25,1,13.043000,,,,,,,,,,0
26,1,12.936000,,,,,,,,,,0
27,1,12.953000,,,,,,,,,,0
28,1,12.946000,,,,,,,,,,0
29,1,12.978000,,,,,,,,,,0
30,1,12.945000,,,,,,,,,,0
31,1,12.973000,,,,,,,,,,0
32,1,13.113000,,,,,,,,,,0
33,1,13.060000,,,,,,,,,,0
34,1,13.118000,,,,,,,,,,0
35,1,13.108000,,,,,,,,,,0
36,1,13.109000,,,,,,,,,,0
37,1,13.181000,,,,,,,,,,0
38,1,13.160000,,,,,,,,,,0
39,1,13.181000,,,,,,,,,,0
40,1,13.027000,,,,,,,,,,0
41,1,13.163000,,,,,,,,,,0
42,1,13.158000,,,,,,,,,,0
43,1,13.181000,,,,,,,,,,0
44,1,13.089000,,,,,,,,,,0
45,1,13.054000,,,,,,,,,,0
46,1,13.183000,,,,,,,,,,0
47,1,13.097000,,,,,,,,,,0
48,1,13.088000,,,,,,,,,,0
49,1,13.187000,,,,,,,,,,0
50,1,13.108000,,,,,,,,,,0
51,1,13.279000,,,,,,,,,,0
52,1,13.390000,,,,,,,,,,0
53,1,13.275000,,,,,,,,,,0
54,1,13.240000,,,,,,,,,,0
55,1,13.288000,,,,,,,,,,0
56,1,13.464000,,,,,,,,,,0
57,1,13.294000,,,,,,,,,,0
58,1,13.238000,,,,,,,,,,0
59,1,13.350000,,,,,,,,,,0
60,1,13.425000,,,,,,,,,,0
61,1,13.301000,,,,,,,,,,0
62,1,13.244000,,,,,,,,,,0
63,1,13.327000,,,,,,,,,,0
64,1,13.329000,,,,,,,,,,0
65,1,13.273000,,,,,,,,,,0
66,1,13.280000,,,,,,,,,,0
67,1,13.397000,,,,,,,,,,0
68,1,13.489000,,,,,,,,,,0
69,1,13.382000,,,,,,,,,,0
70,1,13.355000,,,,,,,,,,0
71,1,13.337000,,,,,,,,,,0
72,1,13.278000,,,,,,,,,,0
73,1,13.404000,,,,,,,,,,0
74,1,13.203000,,,,,,,,,,0
75,1,13.295000,,,,,,,,,,0
76,1,13.373000,,,,,,,,,,0
77,1,13.259000,,,,,,,,,,0
78,1,13.341000,,,,,,,,,,0
79,1,13.299000,,,,,,,,,,0
80,1,13.680000,,,,,,,,,,0
81,1,13.207000,,,,,,,,,,0
82,1,13.243000,,,,,,,,,,0
83,1,13.286000,,,,,,,,,,0
84,1,13.372000,,,,,,,,,,0
85,1,13.301000,,,,,,,,,,0
86,1,13.339000,,,,,,,,,,0
87,1,13.327000,,,,,,,,,,0
88,1,13.275000,,,,,,,,,,0
89,1,13.321000,,,,,,,,,,0
90,1,13.264000,,,,,,,,,,0
91,1,13.446000,,,,,,,,,,0
92,1,13.225000,,,,,,,,,,0
93,1,13.369000,,,,,,,,,,0
94,1,13.320000,,,,,,,,,,0
95,1,13.238000,,,,,,,,,,0
96,1,13.240000,,,,,,,,,,0
97,1,13.364000,,,,,,,,,,0
98,1,13.361000,,,,,,,,,,0
99,1,13.295000,,,,,,,,,,0
100,1,13.417000,,,,,,,,,,0
101,1,13.334000,,,,,,,,,,0
102,1,13.153000,,,,,,,,,,0
103,1,13.238000,,,,,,,,,,0
104,1,13.228000,,,,,,,,,,0
105,1,13.162000,,,,,,,,,,0
106,1,13.369000,,,,,,,,,,0
107,1,13.352000,,,,,,,,,,0
108,1,13.457000,,,,,,,,,,0
109,1,13.318000,,,,,,,,,,0
110,1,13.308000,,,,,,,,,,0
111,1,13.237000,,,,,,,,,,0
112,1,13.095000,,,,,,,,,,0
113,1,13.393000,,,,,,,,,,0
114,1,13.430000,,,,,,,,,,0
115,1,13.284000,,,,,,,,,,0
116,1,13.330000,,,,,,,,,,0
117,1,13.356000,,,,,,,,,,0
118,1,13.308000,,,,,,,,,,0
119,1,13.269000,,,,,,,,,,0
120,1,13.185000,,,,,,,,,,0
121,1,13.347000,,,,,,,,,,0
122,1,13.204000,,,,,,,,,,0
123,1,13.338000,,,,,,,,,,0
124,1,13.286000,,,,,,,,,,0
125,1,13.312000,,,,,,,,,,0
126,1,13.430000,,,,,,,,,,0
127,1,13.332000,,,,,,,,,,0
128,1,13.337000,,,,,,,,,,0
129,1,13.237000,,,,,,,,,,0
130,1,13.287000,,,,,,,,,,0
131,1,13.309000,,,,,,,,,,0
132,1,13.370000,,,,,,,,,,0
